picture_id,SMILES,url,paper_id
d024ce7d-bd7c-4ca6-a4d8-87ed7e5bc687,CC1[C@@H](C(C([C@H](O1)O)O)N)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_2_bnw_10.png,d5c101015af16097dd7a
96410c1c-8a0d-4128-969b-e6f600966952,CC(=O)NC1[C@H](OC([C@@H](C1O)O)CO)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_2_bnw_8.png,d5c101015af16097dd7a
db7ed60b-64a0-4187-8dca-0742fd77c0cc,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)C=O)O)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_12_bnw_4.png,d5c101015af16097dd7a
24dc16fe-0660-4eb5-9bae-025f1b407ad6,CC(=O)NC1[C@H](OC([C@@H](C1O)O)CO)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_2_bnw_2.png,d5c101015af16097dd7a
36715a38-741c-4feb-b10d-5b2377096b70,CC1([C@@H](C(C[C@@H](O1)OC)(C)NO)O)C,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_3_bnw_1.png,d5c101015af16097dd7a
5fa0eb68-2098-4f1a-8224-e5d5dd2dd76f,CC1[C@@H](C(C([C@H](O1)O)NC(=O)C)O)NC(=O)C,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_2_bnw_7.png,d5c101015af16097dd7a
9be795b0-073c-4ca3-b974-d3acae29e131,CC1CC(C([C@H](O1)O)O)N(C)C,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_2_bnw_5.png,d5c101015af16097dd7a
67a72773-4bc3-4643-a55d-55c2b7f2d495,CC1C(=CC([C@@H](O1)OC(=O)[Pb])O)[N+](=CC2=C(C(=[N+](C=C2COP(=O)(=O)=O)C)C)[O-])C,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_8_bnw_7.png,d5c101015af16097dd7a
b6045a40-69e4-47ea-b19c-8490790dd905,CC1C(C(C(C(O1)ON=[N+]=[N-])O)O)(C)[N+](=C([H])C2=C(C=[NH+]C(=C2[O-])C)COP(=O)([O-])[O-])[O-],/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_5_bnw_1.png,d5c101015af16097dd7a
2ae05232-2a4d-4782-95f7-025c3ea3cc84,CC1C(C[C@H](O1)O)(C)N,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_2_bnw_9.png,d5c101015af16097dd7a
3d8ac104-a647-4fd7-9205-2ad79af4d726,C(C1[C@@H](C(C([C@H](O1)O)O)O)N)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_2_bnw_1.png,d5c101015af16097dd7a
881fbc8b-1907-48d9-b1bc-e805ef79b0df,C[C@H](CC(=O)OC1C(C(C(CO1)OC)OC)OC)CC(=O)O[C@H](CC(=O)O[C@H]2CN(C)[C@@H]([C@@H]([C@@H]3[C@H]([C@H](C(N4C=CC(=O)NC4=O)O3)O)O)O[C@@H]5[C@@H]([C@@H]([C@@H],/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_12_bnw_1.png,d5c101015af16097dd7a
a33a118f-789b-4e43-85f4-f4271a961a91,CC1[C@@H](C(C([C@H](O1)O)O)O)N,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_2_bnw_3.png,d5c101015af16097dd7a
236fdf70-1fe7-4405-ac4b-741c2995960a,CC1C(=[N+](C)CC2=C(C(=[NH+]C=C2COP(=O)(=O)=O)C)[O-])CC(C(O1)OC(=O)C=O)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_8_bnw_6.png,d5c101015af16097dd7a
fce5ca9b-c9ea-4994-8135-603b27b82f97,C(C1[C@@H](C(C([C@H](O1)O)O)O)O)N,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_2_bnw_11.png,d5c101015af16097dd7a
306927e3-47be-443d-9d58-40a7bc146042,CCCCNO[C@@H]1C(C([C@H](C(O1)C)O)O)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_4_bnw_0.png,d5c101015af16097dd7a
75fc2ea0-745e-4562-8916-dc9dea5ccca2,CC1C(=O)C(C([C@H](O1)ON=[Pb])O)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_5_bnw_8.png,d5c101015af16097dd7a
6034853e-c36c-4e16-b2ac-8ae6ca6d7f9e,C1[C@H]2[C@H]3C(C4[C@@H](C(O3)C(O2)O4)CO)[C@]5(C(C([C@H](C(O5)C(CO)N)O)O)O)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_2_bnw_17.png,d5c101015af16097dd7a
a36f4257-27f5-456c-9b05-50df245545af,CCCCC(=O)O[C@@H]1C([C@@H](C(=O)C(O1)C)O)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_8_bnw_2.png,d5c101015af16097dd7a
59ef75a6-4f0b-404c-9880-3acec502ee75,CC(C)[Si](C(C)C)(C(C)C)O[C@H]1CC([C@H](C(O1)(C)C)OC)(C)NO,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/d5c101015af16097dd7a/segments/page_3_bnw_4.png,d5c101015af16097dd7a
609521d8-22a5-4d1a-8325-772439c2d2d9,COC(C[R1])([N+]([H])([H])C[R3])[R2].CS(=O)(=O)[NH3+].C(=O)([NH3+])[O-],/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_30_bnw_5.png,db23b9b0b22f558ac4a1
ef9f43c7-f4dd-402e-81f1-52990918c221,CC(=[NH2+])CC1=CC=C(C=C1)F,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_16_bnw_4.png,db23b9b0b22f558ac4a1
6e38bc02-29cc-44ad-848a-1eaad460b607,C[C@H](CC1=CC=C(C=C1)F)N,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_16_bnw_1.png,db23b9b0b22f558ac4a1
635950f2-2ee6-45c8-8bc5-dd2f1e2e85fa,CC(=O)CC1=CC=C(C=C1)F,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_7_bnw_0.png,db23b9b0b22f558ac4a1
8fc6255e-7f0b-422f-a68c-7c6cac648c7f,C[C@H](CC1=CC=C(C=C1)F)N,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_16_bnw_6.png,db23b9b0b22f558ac4a1
9d85f7ea-580e-4e95-80d6-9c95af39c09b,CC(=O)CC1=CC=C(C=C1)F,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_16_bnw_2.png,db23b9b0b22f558ac4a1
8dad9b6c-a991-4c5c-a276-42ff0dbd76b8,CC(CC1=CC=C(C=C1)F)NC2CC2,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_16_bnw_7.png,db23b9b0b22f558ac4a1
063f633a-a036-47a6-b6cb-e45e41a27921,C(C(N)[R2])[R1],/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_30_bnw_0.png,db23b9b0b22f558ac4a1
017a3eb4-13f8-4e0e-a4fc-dcb9ad1569e9,CC(=O)CC1=CC=C(C=C1)F,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_16_bnw_3.png,db23b9b0b22f558ac4a1
0be2354b-e658-4436-a3de-07d9971963d9,CC(=O)CC1=CC=C(C=C1)F,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_16_bnw_5.png,db23b9b0b22f558ac4a1
c4a29839-a351-43fb-88d2-daa3b778dddd,CCC[NH2+],/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_7_bnw_6.png,db23b9b0b22f558ac4a1
aec99d7a-8038-49d5-8670-e9f07aff9e1d,C[C@H](CC1=CC=C(C=C1)F)N,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_16_bnw_0.png,db23b9b0b22f558ac4a1
bcba925a-5d67-4699-8344-31ad33299daa,C(C(=O)[R2])[R1].C(=O)([N+]#N)[O-].CS(=O)(=O)[NH2+]C.[AlH]=O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_30_bnw_2.png,db23b9b0b22f558ac4a1
fa1820c0-7b00-432f-9c08-9e0042dbce7f,C(N)[R13],/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_30_bnw_3.png,db23b9b0b22f558ac4a1
ed0ab80b-fa00-47fa-aee9-177be6ef0f98,CC[CH]CCC(=O)C,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_7_bnw_2.png,db23b9b0b22f558ac4a1
55a3bf9c-a5c9-4926-8069-8aa61fbd5380,C([C@@H](NC[R3])[R2])[R1],/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_30_bnw_1.png,db23b9b0b22f558ac4a1
e584de79-a0a9-4f2a-98db-3c09ff127ba8,C(=S)([As])[S-],/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_30_bnw_4.png,db23b9b0b22f558ac4a1
16b4d0c0-b6ff-4b09-8f6b-c3ae21bc2b58,C(N([R17])[R4])([R2])[X17],/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/db23b9b0b22f558ac4a1/segments/page_7_bnw_10.png,db23b9b0b22f558ac4a1
a89d2e8c-0007-4ac9-b49e-a4b7c7bc3282,C1=CC2=C(C(=C1)O)N=C(C=C2O)C(=O)O,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/c0986fb3ab5dbe07d8b3/segments/page_2_bnw_0.png,c0986fb3ab5dbe07d8b3
d0605cc0-0338-4138-b43f-c6a94c3ce9fa,C1=CC(=C(C=C1)N)C(=O)CC(C(=O)O)N,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/c0986fb3ab5dbe07d8b3/segments/page_2_bnw_4.png,c0986fb3ab5dbe07d8b3
5c21fb9b-d459-4914-bb2f-26c8f698c15b,C1=CC(=C(C=C1)NC([R])[R])C(=O)CC(C(=O)O)N,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/c0986fb3ab5dbe07d8b3/segments/page_2_bnw_2.png,c0986fb3ab5dbe07d8b3
e46c8a4b-6da1-45ec-996a-3bd6057e6dad,C1=CC2=C(C=C1)NC=C2CC(C(=O)[O-])[NH3+],/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/c0986fb3ab5dbe07d8b3/segments/page_2_bnw_5.png,c0986fb3ab5dbe07d8b3
fc7e4021-d36a-450a-be0f-481e19d89a06,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,/user/mahaohui/IMG2SMILES/collect_NCBI/example_pictures/c0986fb3ab5dbe07d8b3/segments/page_2_bnw_1.png,c0986fb3ab5dbe07d8b3
